,train_loss,test_loss,train_F1_score,test_F1_score
0,5.470484710408148,5.4860485952291915,0.11352485131690739,0.09663442655145325
1,5.471749086469133,5.487039477077882,0.1110822005097706,0.09788639041633936
2,5.470651887733245,5.4806322339755384,0.11223449447748514,0.10129860565593087
3,5.4682282634984665,5.474835491892117,0.11539401019541207,0.11008690102120973
4,5.472153788415071,5.484153341891161,0.11084855564995752,0.1007585428122545
5,5.468016099484167,5.482569744337851,0.1155161427357689,0.10036576983503534
6,5.466928575640527,5.477924866462821,0.11604184367034835,0.10441624116260802
7,5.46397462648766,5.476410837315801,0.11942438402718776,0.10472309505106048
8,5.464237270176968,5.481352332812636,0.1191323279524214,0.1021577965435978
9,5.4691939077644705,5.48751916102509,0.11259027187765505,0.09632757266300078
10,5.466063703554813,5.475142863259387,0.11744902293967714,0.10892085624509033
11,5.463127717347903,5.479756163127386,0.12129885301614272,0.10301698743126474
12,5.459926960847088,5.478066604528854,0.12404949022939676,0.10479673998428908
13,5.461042234830767,5.474423262610364,0.12269541206457094,0.10806166535742341
14,5.461696572170079,5.479841509861733,0.12181924384027187,0.10316427729772192
15,5.46290675279136,5.471642604514734,0.12052888700084961,0.11101973684210525
16,5.460123300998011,5.473634762550468,0.1229874681393373,0.11008690102120973
17,5.46115864192214,5.4790372350322665,0.12223343245539507,0.1033974862529458
18,5.458498302352763,5.478062882352231,0.12521240441801187,0.1044898860958366
19,5.456802551768651,5.474625854349848,0.12608857264231096,0.10744795758051846
20,5.460165941826651,5.474888246450851,0.12362999150382328,0.10838079340141399
21,5.454662356866854,5.475518614498537,0.12946580288870008,0.10712882953652789
22,5.458996448338588,5.468836008612789,0.12428313508920984,0.112971327572663
23,5.4557854527624965,5.479483714744227,0.12690632965165674,0.10300471327572663
24,5.453550677433192,5.471256761408564,0.13017204757858963,0.1117193637077769
25,5.454332507659342,5.473478135777943,0.12871707731520815,0.10884721131186174
26,5.453458326107988,5.470456340419712,0.13047472387425657,0.11281176355066772
27,5.4513341903686525,5.47238907529347,0.13233857264231094,0.11062696386488609
28,5.4514821070376955,5.469278161205462,0.13215802888700084,0.11530341712490182
29,5.453504453641232,5.4749334071999165,0.1300605352591334,0.10759524744697564
30,5.453166162187808,5.468571310612693,0.12998619371282924,0.11451787117046347
31,5.451233947611301,5.465299979964299,0.13220581988105354,0.1163835428122545
32,5.4472973074868465,5.465188392952307,0.13677251486830927,0.11833513354281226
33,5.449737071099682,5.4634098045861546,0.13414401019541206,0.1202008051846033
34,5.4506942945106,5.464107922653653,0.13256690739167373,0.11833513354281226
35,5.449328762125746,5.462010693194261,0.133267841971113,0.1215141398271799
36,5.4494665368695125,5.468112856594484,0.1340749787595582,0.11444422623723488
37,5.446892046705584,5.46526223510059,0.13682561597281223,0.11700952474469757
38,5.446704606029475,5.464987235282784,0.13654949022939675,0.1190347604084839
39,5.447664132519303,5.469639408054636,0.1362999150382328,0.11444422623723488
40,5.4479290498751345,5.471685968228241,0.1352538232795242,0.11202621759622937
41,5.446138750058468,5.4601572413942705,0.1364857689039932,0.12353937549096622
42,5.443704324347951,5.464398946335066,0.14034090909090907,0.11871563236449331
43,5.445672594943893,5.4641446569072665,0.13712829226847917,0.11996759622937943
44,5.4441580139587975,5.4617008237696405,0.13923109600679692,0.12144049489395128
45,5.4444254224545485,5.4657071561955695,0.1396877655055225,0.11855606834249803
46,5.442352950907199,5.459559280480912,0.14138169073916737,0.1225328947368421
47,5.4447999018375,5.460853993003048,0.1385248513169074,0.12291339355852318
48,5.443848919200006,5.470300129990079,0.1388859388275276,0.11373232521602514
49,5.440776047751168,5.460009240392429,0.1427304587935429,0.12291339355852318
50,5.441764839564528,5.468585665546247,0.14128079864061172,0.11451787117046347
51,5.438181074088979,5.460629683821948,0.14559791843670347,0.12128093087195602
52,5.437827495325392,5.469084711217168,0.14653780798640612,0.11381824430479183
53,5.4383058744056205,5.4687435520229055,0.14705288870008495,0.11459151610369206
54,5.437819366811592,5.458664687711801,0.14541206457094308,0.12485271013354281
55,5.439527016933833,5.463689967767516,0.1439517841971113,0.11980803220738412
56,5.438901924418512,5.460013592421119,0.1439624044180119,0.12275382953652789
57,5.437387656274243,5.458996577049369,0.1471750212404418,0.12377258444619009
58,5.437596162457332,5.463565043549039,0.14548640611724722,0.1177950706991359
59,5.437697933767444,5.462680019549469,0.14582094307561597,0.12050765907305576
60,5.435083396412502,5.462781995090086,0.14909728122344945,0.12027445011783189
61,5.435200586051584,5.455496766673985,0.14857158028887002,0.12890318146111546
62,5.440631685524344,5.4571818736062125,0.14302782497875954,0.12711115475255302
63,5.434967750478013,5.4559440861887,0.1489804587935429,0.1272707187745483
64,5.433157083030059,5.452188929515098,0.15055225148683093,0.13279408876669285
65,5.431730279298586,5.460457655920911,0.15166737468139338,0.12112136684996072
66,5.432995526144437,5.459751844406128,0.15003717077315207,0.1226065396700707
67,5.43426052253937,5.454817131384095,0.14945836873406965,0.12766349175176747
68,5.434385266705094,5.4594630554540835,0.14933623619371283,0.12361302042419482
69,5.4335277272162035,5.461885822353079,0.15014868309260831,0.1202008051846033
70,5.432188634783308,5.456819783395796,0.15032922684791844,0.12657109190887667
71,5.428719766563344,5.457620595818136,0.15528355989804588,0.12563825608798113
72,5.42947793407975,5.452055550333279,0.15400382327952422,0.13254860565593088
73,5.431237961421503,5.453611569618111,0.15207625318606627,0.12913639041633934
74,5.4311090201975025,5.4624613754784885,0.15254885301614274,0.11918205027494108
75,5.429524053591434,5.454822433528616,0.15406223449447748,0.12827719952867245
76,5.429677447203164,5.455733797443447,0.15372238742565844,0.12804399057344856
77,5.426360034942627,5.452523017997172,0.1570465165675446,0.13123527101335428
78,5.427124908482917,5.452477732701088,0.15628186066270178,0.1307688531029065
79,5.428363637835066,5.452683089384392,0.1558623619371283,0.131075706991359
80,5.4275929647071335,5.448663843211843,0.15617034834324553,0.1358258051846033
81,5.426400785357038,5.4540397765031505,0.15675977060322854,0.1296028083267871
82,5.4251864201554625,5.457756487291251,0.1580926083262532,0.12594510997643363
83,5.427344424702297,5.453529397053505,0.15593139337298215,0.12921003534956796
84,5.4236087157347495,5.44714035204987,0.1602538232795242,0.13799833071484682
85,5.424990288565092,5.452195897031186,0.15909621920135938,0.1321681068342498
86,5.427452795973448,5.448196500094969,0.15715802888700084,0.13543303220738412
87,5.425150160923183,5.44823356884629,0.15844307561597282,0.13419334249803613
88,5.424252447680892,5.4508870110582945,0.15925552251486833,0.13394785938727416
89,5.422641846843969,5.45349787242377,0.16094944774851316,0.13014287117046347
90,5.422217294211699,5.4535101100580015,0.16065208156329652,0.1275775726630008
91,5.42074419449423,5.448997287607905,0.1631159728122345,0.13380056952081695
92,5.425681229172466,5.455662488937378,0.15774214103653356,0.12765121759622938
93,5.424739967774008,5.451894446985046,0.15874044180118946,0.12897682639434407
94,5.426794985298798,5.459265947341919,0.15680225148683094,0.12368666535742341
95,5.422957657430773,5.453905493465822,0.16019010195412065,0.12897682639434407
96,5.422172851205986,5.4506377782394635,0.16149107901444348,0.13232767085624508
97,5.423296621803925,5.451891532584803,0.15944137638062872,0.12998330714846817
98,5.4248416454992565,5.449562955258497,0.15856520815632966,0.13425471327572663
99,5.419764262047884,5.443592658683436,0.16364698385726423,0.1394712293794187
100,5.420052078282722,5.449366526817208,0.16376911639762107,0.13270816967792617
101,5.420820334247339,5.449726916071194,0.16253186066270178,0.13396013354281225
102,5.421997554279933,5.448918531190103,0.16095475785896346,0.13504025923016497
103,5.418974037705181,5.449261907321303,0.16435853865760408,0.13380056952081695
104,5.42404429266386,5.452454111469326,0.15914932030586235,0.129836017282011
105,5.424309225171526,5.453312254663723,0.15931393372982158,0.12766349175176747
106,5.41865940272251,5.448260136504672,0.16491610025488532,0.13480705027494108
107,5.418523662781047,5.451216064282318,0.16486830926083262,0.13254860565593088
108,5.42055247119654,5.442814278958449,0.16277612574341546,0.1416560290652003
109,5.417432709275005,5.442977332357151,0.16563296516567544,0.14033042026708561
110,5.414133054073726,5.4422896264204335,0.16884027187765505,0.14110369206598586
111,5.416126025725748,5.446008892201665,0.1677251486830926,0.13862431264728986
112,5.418331099893445,5.443058362647669,0.16509664401019541,0.13900481146897095
113,5.413753471196255,5.4459999532841925,0.1697642310960068,0.13776512175962294
114,5.414778253965289,5.448813324543967,0.16901550552251488,0.13550667714061274
115,5.419829882862412,5.437686489589178,0.16416737468139336,0.14778083267871173
116,5.418261057416969,5.447873816561343,0.16538870008496176,0.13643951296150825
117,5.417715262475415,5.448466332990732,0.16469307561597282,0.13511390416339356
118,5.41588775153472,5.446620916252706,0.16766142735768905,0.137151413982718
119,5.4147974825351035,5.446471577260032,0.16796941376380628,0.1369795758051846
120,5.4136933513890915,5.443348582111188,0.17012000849617673,0.14017085624509035
121,5.418365717379847,5.444702408206997,0.1653355989804588,0.13900481146897095
122,5.414675305268474,5.45008102459694,0.16907391673746813,0.13371465043205027
123,5.410067039561049,5.44158070834715,0.17323173322005098,0.14157010997643363
124,5.416166298411717,5.437031742352159,0.16702952421410366,0.14632020816967792
125,5.410722953582479,5.442934068281259,0.17357158028887001,0.14273615475255302
126,5.411214123485244,5.441732118378824,0.17326890399320308,0.141496465043205
127,5.4088511431328605,5.439786327418997,0.1743840271877655,0.14312892772977218
128,5.412525903398746,5.443919779649422,0.17070412064570945,0.13923802042419484
129,5.411341510309237,5.447638198510925,0.17205288870008495,0.1371391398271799
130,5.408437570233211,5.445464201827548,0.17526550552251485,0.13767920267085623
131,5.410959630591847,5.437121448232166,0.1723555649957519,0.14686027101335428
132,5.40873724589838,5.446908046950155,0.17473449447748512,0.13643951296150825
133,5.407957606449306,5.445580742252407,0.17508496176720476,0.1369918499607227
134,5.411108585607225,5.444421540445356,0.17134664401019542,0.13745826787117046
135,5.40884345936998,5.435622699225127,0.1742034834324554,0.1475598978790259
136,5.408991196890858,5.4425093914145855,0.1743893372982158,0.14033042026708561
137,5.406076942871664,5.439194526245345,0.17836129991503824,0.14250294579732914
138,5.40844145623323,5.44652466987496,0.17514868309260834,0.13636586802827966
139,5.40652974476324,5.449757127619502,0.17743734069668649,0.13426698743126472
140,5.405098357156058,5.445268253781903,0.17835598980458794,0.13900481146897095
141,5.408232459843716,5.441814187747329,0.17509027187765505,0.1405636292223095
142,5.407400902186598,5.443791183073129,0.17637000849617673,0.13783876669285153
143,5.409132099151611,5.444403908145961,0.17462298215802888,0.13706549489395128
144,5.410060014457346,5.443856360307381,0.17269541206457095,0.13885752160251374
145,5.406432513655903,5.4516083197807195,0.1774320305862362,0.13146847996857816
146,5.408256193856213,5.444753173571914,0.17572217502124046,0.13877160251374707
147,5.405437649521872,5.439143070534094,0.1780586236193713,0.14366899057344856
148,5.404535044019467,5.440174718401325,0.17830819881053525,0.14328849175176747
149,5.407246342774863,5.431713549058829,0.1761469838572642,0.15207678711704634
150,5.4084691698306075,5.4468668966150995,0.174803525913339,0.13558032207384133
151,5.4031316792853525,5.441643380407077,0.18003929481733222,0.14164375490966222
152,5.403352494106114,5.439065783771117,0.17999681393372982,0.14452818146111546
153,5.405060119272393,5.438860679740336,0.17871176720475784,0.1420365278868814
154,5.404445004686017,5.439716655816605,0.1790144435004248,0.14382855459544383
155,5.405881252467076,5.438619990847004,0.17749044180118945,0.1441354084838963
156,5.403257574990531,5.439964568437035,0.17958793542905693,0.14219609190887667
157,5.404925841037358,5.44199967740187,0.17877548853016142,0.14079683817753338
158,5.398678732363977,5.435662447516598,0.18517948173322007,0.14686027101335428
159,5.4013791307110655,5.435136492572614,0.18239167374681392,0.1491187156323645
160,5.402529569429772,5.434414660752709,0.1804056924384027,0.1501251963864886
161,5.4046368331552666,5.435733659943538,0.17882327952421412,0.14600108012568735
162,5.4050670178137095,5.446525559496524,0.17800552251486831,0.13534711311861744
163,5.4004056823587865,5.438595707736798,0.18332094307561597,0.1442949725058916
164,5.401511720853431,5.432646708701974,0.18274214103653355,0.1505179693637078
165,5.404026576960198,5.442324207789862,0.17999681393372982,0.13971671249018067
166,5.402813243865967,5.4443211199632335,0.18071367884451997,0.13885752160251374
167,5.40216567939687,5.433840972274097,0.18087829226847918,0.14865229772191674
168,5.403776424621867,5.440410375595093,0.17951890399320306,0.14234338177533384
169,5.403158163801532,5.433946691342254,0.17969944774851318,0.14802631578947367
170,5.3998213028239315,5.4396816011685045,0.1834483857264231,0.1428957187745483
171,5.3966976816409105,5.428773541948688,0.18722918436703484,0.15455616653574233
172,5.402197804852067,5.438493362113611,0.1806340271877655,0.14444226237234878
173,5.400763403812301,5.436983197482665,0.18232795242141037,0.14585379025923018
174,5.396681892537625,5.448495804373898,0.18724511469838573,0.135666241162608
175,5.396766372930224,5.4388599324582225,0.18724511469838573,0.14374263550667712
176,5.398706404070988,5.435355054798411,0.18496176720475785,0.14748625294579734
177,5.39773303682559,5.429256905370684,0.18524851316907393,0.15471573055773763
178,5.398699438683341,5.432380711854393,0.1854874681393373,0.15098438727415553
179,5.397508516935544,5.428911735762411,0.1850679694137638,0.15525579340141396
180,5.394970867121331,5.437571151932674,0.1892841971112999,0.14515416339355852
181,5.398170147655166,5.428913842386274,0.1858804163126593,0.15455616653574233
182,5.400317541461124,5.437047588291453,0.18379354290569244,0.14616064414768262
183,5.397364905170191,5.43075548712887,0.18547684791843672,0.15229772191673213
184,5.397905135823187,5.430640231317549,0.186124681393373,0.1527027690494894
185,5.3975734345266755,5.4311281104586016,0.18554056924384027,0.15347604084838962
186,5.3965083906583695,5.431999615768888,0.18701146983857264,0.15222407698350351
187,5.395301519376095,5.429774156257288,0.18777081563296516,0.15299734878240379
188,5.400052673125935,5.42991425030267,0.18239698385726422,0.1539301846032993
189,5.398393616720894,5.438529647997956,0.18500955819881054,0.14467547132757266
190,5.3955878721219355,5.437790973862605,0.1878770178419711,0.14514188923802043
191,5.395734871659323,5.429370139961812,0.18704333050127442,0.15362333071484682
192,5.391773166834751,5.43488304294757,0.19184898045879353,0.14833316967792617
193,5.395565245084674,5.429176931950583,0.18735662701784198,0.15206451296150825
194,5.397894570537817,5.425287317873827,0.18577421410365336,0.1575142380204242
195,5.396012536164756,5.433264888934235,0.18723449447748514,0.14965877847604084
196,5.397113879373141,5.432157370581556,0.1858963466440102,0.15167173998428907
197,5.390943681413882,5.436653019776985,0.19208793542905692,0.1463938531029065
